,start,end,text,words,speaker,cleaned_text,tokens,lemmatized_tokens
581,2031.821,2034.145,"Diesel, diesel, diesel and two-stroke.","[{'word': 'Diesel,', 'start': 2031.821, 'end': 2032.422, 'score': 0.654, 'speaker': 'SPEAKER_05'}, {'word': 'diesel,', 'start': 2032.482, 'end': 2032.943, 'score': 0.609, 'speaker': 'SPEAKER_05'}, {'word': 'diesel', 'start': 2033.023, 'end': 2033.404, 'score': 0.541, 'speaker': 'SPEAKER_05'}, {'word': 'and', 'start': 2033.464, 'end': 2033.564, 'score': 0.684, 'speaker': 'SPEAKER_05'}, {'word': 'two-stroke.', 'start': 2033.604, 'end': 2034.145, 'score': 0.597, 'speaker': 'SPEAKER_05'}]",Clarkson,diesel diesel diesel and twostroke,"['diesel', 'diesel', 'diesel', 'twostroke']","['diesel', 'diesel', 'diesel', 'twostroke']"
582,2034.185,2036.669,"Diesel... Guys, it's diesel and two-stroke.","[{'word': 'Diesel...', 'start': 2034.185, 'end': 2034.646, 'score': 0.63, 'speaker': 'SPEAKER_05'}, {'word': 'Guys,', 'start': 2035.086, 'end': 2035.387, 'score': 0.561, 'speaker': 'SPEAKER_05'}, {'word': ""it's"", 'start': 2035.447, 'end': 2035.567, 'score': 0.79, 'speaker': 'SPEAKER_05'}, {'word': 'diesel', 'start': 2035.607, 'end': 2035.928, 'score': 0.784, 'speaker': 'SPEAKER_05'}, {'word': 'and', 'start': 2035.988, 'end': 2036.088, 'score': 0.651, 'speaker': 'SPEAKER_05'}, {'word': 'two-stroke.', 'start': 2036.108, 'end': 2036.669, 'score': 0.703, 'speaker': 'SPEAKER_05'}]",Clarkson,diesel guys its diesel and twostroke,"['diesel', 'guys', 'diesel', 'twostroke']","['diesel', 'guy', 'diesel', 'twostroke']"
583,2040.0,2046.542," The town of Maun was about 60 miles away, and with little fuel, we'd have to go there as the crow flies.","[{'word': 'The', 'start': 2040.0, 'end': 2040.12, 'score': 0.89, 'speaker': 'SPEAKER_06'}, {'word': 'town', 'start': 2040.16, 'end': 2040.48, 'score': 0.896, 'speaker': 'SPEAKER_06'}, {'word': 'of', 'start': 2040.62, 'end': 2040.72, 'score': 0.83, 'speaker': 'SPEAKER_06'}, {'word': 'Maun', 'start': 2040.8, 'end': 2041.1, 'score': 0.789, 'speaker': 'SPEAKER_06'}, {'word': 'was', 'start': 2041.24, 'end': 2041.38, 'score': 0.968, 'speaker': 'SPEAKER_06'}, {'word': 'about', 'start': 2041.44, 'end': 2041.66, 'score': 0.931, 'speaker': 'SPEAKER_06'}, {'word': '60'}, {'word': 'miles', 'start': 2042.161, 'end': 2042.461, 'score': 0.912, 'speaker': 'SPEAKER_06'}, {'word': 'away,', 'start': 2042.541, 'end': 2042.801, 'score': 0.748, 'speaker': 'SPEAKER_06'}, {'word': 'and', 'start': 2043.001, 'end': 2043.081, 'score': 0.877, 'speaker': 'SPEAKER_06'}, {'word': 'with', 'start': 2043.121, 'end': 2043.281, 'score': 0.762, 'speaker': 'SPEAKER_06'}, {'word': 'little', 'start': 2043.301, 'end': 2043.561, 'score': 0.733, 'speaker': 'SPEAKER_06'}, {'word': 'fuel,', 'start': 2043.621, 'end': 2043.941, 'score': 0.847, 'speaker': 'SPEAKER_06'}, {'word': ""we'd"", 'start': 2044.261, 'end': 2044.441, 'score': 0.61, 'speaker': 'SPEAKER_06'}, {'word': 'have', 'start': 2044.461, 'end': 2044.581, 'score': 0.897, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2044.621, 'end': 2044.721, 'score': 0.835, 'speaker': 'SPEAKER_06'}, {'word': 'go', 'start': 2044.781, 'end': 2044.981, 'score': 0.847, 'speaker': 'SPEAKER_06'}, {'word': 'there', 'start': 2045.041, 'end': 2045.241, 'score': 0.836, 'speaker': 'SPEAKER_06'}, {'word': 'as', 'start': 2045.361, 'end': 2045.461, 'score': 0.763, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2045.521, 'end': 2045.641, 'score': 0.957, 'speaker': 'SPEAKER_06'}, {'word': 'crow', 'start': 2045.722, 'end': 2046.002, 'score': 0.989, 'speaker': 'SPEAKER_06'}, {'word': 'flies.', 'start': 2046.102, 'end': 2046.542, 'score': 0.905, 'speaker': 'SPEAKER_06'}]",Hammond, the town of maun was about  miles away and with little fuel wed have to go there as the crow flies,"['town', 'maun', 'miles', 'away', 'little', 'fuel', 'wed', 'go', 'crow', 'flies']","['town', 'maun', 'mile', 'away', 'little', 'fuel', 'go', 'crow', 'fly']"
584,2047.222,2049.723,Now we really would see how they'd cope off-road.,"[{'word': 'Now', 'start': 2047.222, 'end': 2047.442, 'score': 0.79, 'speaker': 'SPEAKER_06'}, {'word': 'we', 'start': 2047.522, 'end': 2047.642, 'score': 0.823, 'speaker': 'SPEAKER_06'}, {'word': 'really', 'start': 2047.702, 'end': 2047.942, 'score': 0.785, 'speaker': 'SPEAKER_06'}, {'word': 'would', 'start': 2048.002, 'end': 2048.222, 'score': 0.847, 'speaker': 'SPEAKER_06'}, {'word': 'see', 'start': 2048.282, 'end': 2048.442, 'score': 0.759, 'speaker': 'SPEAKER_06'}, {'word': 'how', 'start': 2048.482, 'end': 2048.602, 'score': 0.726, 'speaker': 'SPEAKER_06'}, {'word': ""they'd"", 'start': 2048.642, 'end': 2048.802, 'score': 0.628, 'speaker': 'SPEAKER_06'}, {'word': 'cope', 'start': 2048.862, 'end': 2049.102, 'score': 0.788, 'speaker': 'SPEAKER_06'}, {'word': 'off-road.', 'start': 2049.242, 'end': 2049.723, 'score': 0.763, 'speaker': 'SPEAKER_06'}]",Hammond,now we really would see how theyd cope offroad,"['really', 'would', 'see', 'theyd', 'cope', 'offroad']","['really', 'see', 'cope', 'offroad']"
585,2050.123,2054.864,We've got to try and keep the distance down to save what fuel we've got.,"[{'word': ""We've"", 'start': 2050.123, 'end': 2050.303, 'score': 0.435, 'speaker': 'SPEAKER_06'}, {'word': 'got', 'start': 2050.383, 'end': 2050.603, 'score': 0.888, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2050.683, 'end': 2050.883, 'score': 0.718, 'speaker': 'SPEAKER_06'}, {'word': 'try', 'start': 2050.983, 'end': 2051.183, 'score': 0.815, 'speaker': 'SPEAKER_06'}, {'word': 'and', 'start': 2051.203, 'end': 2051.283, 'score': 0.128, 'speaker': 'SPEAKER_06'}, {'word': 'keep', 'start': 2051.303, 'end': 2051.463, 'score': 0.466, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2051.483, 'end': 2051.603, 'score': 0.586, 'speaker': 'SPEAKER_06'}, {'word': 'distance', 'start': 2051.623, 'end': 2052.023, 'score': 0.871, 'speaker': 'SPEAKER_06'}, {'word': 'down', 'start': 2052.083, 'end': 2052.423, 'score': 0.548, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2053.324, 'end': 2053.444, 'score': 0.972, 'speaker': 'SPEAKER_06'}, {'word': 'save', 'start': 2053.484, 'end': 2053.704, 'score': 0.614, 'speaker': 'SPEAKER_06'}, {'word': 'what', 'start': 2053.764, 'end': 2053.944, 'score': 0.924, 'speaker': 'SPEAKER_06'}, {'word': 'fuel', 'start': 2054.044, 'end': 2054.324, 'score': 0.613, 'speaker': 'SPEAKER_06'}, {'word': ""we've"", 'start': 2054.344, 'end': 2054.484, 'score': 0.251, 'speaker': 'SPEAKER_06'}, {'word': 'got.', 'start': 2054.544, 'end': 2054.864, 'score': 0.852, 'speaker': 'SPEAKER_06'}]",Hammond,weve got to try and keep the distance down to save what fuel weve got,"['weve', 'got', 'try', 'keep', 'distance', 'save', 'fuel', 'weve', 'got']","['ve', 'get', 'try', 'keep', 'distance', 'save', 'fuel', 've', 'get']"
586,2055.484,2061.586,All we're looking for is a track indicating that other people have passed this way and they would be heading to a town.,"[{'word': 'All', 'start': 2055.484, 'end': 2055.604, 'score': 0.901, 'speaker': 'SPEAKER_05'}, {'word': ""we're"", 'start': 2055.624, 'end': 2055.764, 'score': 0.719, 'speaker': 'SPEAKER_05'}, {'word': 'looking', 'start': 2055.784, 'end': 2056.084, 'score': 0.943, 'speaker': 'SPEAKER_05'}, {'word': 'for', 'start': 2056.164, 'end': 2056.404, 'score': 0.87, 'speaker': 'SPEAKER_05'}, {'word': 'is', 'start': 2056.424, 'end': 2056.464, 'score': 0.0, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2056.484, 'end': 2056.504, 'score': 0.0, 'speaker': 'SPEAKER_05'}, {'word': 'track', 'start': 2057.004, 'end': 2057.445, 'score': 0.858, 'speaker': 'SPEAKER_05'}, {'word': 'indicating', 'start': 2057.885, 'end': 2058.465, 'score': 0.985, 'speaker': 'SPEAKER_05'}, {'word': 'that', 'start': 2058.525, 'end': 2058.625, 'score': 0.928, 'speaker': 'SPEAKER_05'}, {'word': 'other', 'start': 2058.725, 'end': 2058.925, 'score': 0.988, 'speaker': 'SPEAKER_05'}, {'word': 'people', 'start': 2058.985, 'end': 2059.245, 'score': 0.983, 'speaker': 'SPEAKER_05'}, {'word': 'have', 'start': 2059.305, 'end': 2059.385, 'score': 0.116, 'speaker': 'SPEAKER_05'}, {'word': 'passed', 'start': 2059.425, 'end': 2059.665, 'score': 0.669, 'speaker': 'SPEAKER_05'}, {'word': 'this', 'start': 2059.685, 'end': 2059.825, 'score': 0.332, 'speaker': 'SPEAKER_05'}, {'word': 'way', 'start': 2059.845, 'end': 2059.985, 'score': 0.865, 'speaker': 'SPEAKER_05'}, {'word': 'and', 'start': 2060.005, 'end': 2060.065, 'score': 0.005, 'speaker': 'SPEAKER_05'}, {'word': 'they', 'start': 2060.085, 'end': 2060.225, 'score': 0.566, 'speaker': 'SPEAKER_05'}, {'word': 'would', 'start': 2060.285, 'end': 2060.445, 'score': 0.766, 'speaker': 'SPEAKER_05'}, {'word': 'be', 'start': 2060.505, 'end': 2060.625, 'score': 0.756, 'speaker': 'SPEAKER_05'}, {'word': 'heading', 'start': 2060.645, 'end': 2060.926, 'score': 0.705, 'speaker': 'SPEAKER_05'}, {'word': 'to', 'start': 2060.946, 'end': 2061.106, 'score': 0.852, 'speaker': 'SPEAKER_05'}, {'word': 'a', 'start': 2061.146, 'end': 2061.206, 'score': 0.773, 'speaker': 'SPEAKER_05'}, {'word': 'town.', 'start': 2061.246, 'end': 2061.586, 'score': 0.584, 'speaker': 'SPEAKER_05'}]",Clarkson,all were looking for is a track indicating that other people have passed this way and they would be heading to a town,"['looking', 'track', 'indicating', 'people', 'passed', 'way', 'would', 'heading', 'town']","['look', 'track', 'indicate', 'people', 'pass', 'way', 'head', 'town']"
587,2063.786,2065.247,That's how broken my car is.,"[{'word': ""That's"", 'start': 2063.786, 'end': 2064.006, 'score': 0.776, 'speaker': 'SPEAKER_05'}, {'word': 'how', 'start': 2064.046, 'end': 2064.186, 'score': 0.899, 'speaker': 'SPEAKER_05'}, {'word': 'broken', 'start': 2064.226, 'end': 2064.546, 'score': 0.919, 'speaker': 'SPEAKER_05'}, {'word': 'my', 'start': 2064.586, 'end': 2064.726, 'score': 0.923, 'speaker': 'SPEAKER_05'}, {'word': 'car', 'start': 2064.767, 'end': 2065.067, 'score': 0.906, 'speaker': 'SPEAKER_05'}, {'word': 'is.', 'start': 2065.127, 'end': 2065.247, 'score': 0.584, 'speaker': 'SPEAKER_05'}]",Clarkson,thats how broken my car is,"['thats', 'broken', 'car']","['s', 'break', 'car']"
588,2065.347,2066.327,I was doing that in park.,"[{'word': 'I', 'start': 2065.347, 'end': 2065.367, 'score': 0.538, 'speaker': 'SPEAKER_05'}, {'word': 'was', 'start': 2065.387, 'end': 2065.467, 'score': 0.175, 'speaker': 'SPEAKER_05'}, {'word': 'doing', 'start': 2065.487, 'end': 2065.647, 'score': 0.445, 'speaker': 'SPEAKER_05'}, {'word': 'that', 'start': 2065.687, 'end': 2065.807, 'score': 0.734, 'speaker': 'SPEAKER_05'}, {'word': 'in', 'start': 2065.847, 'end': 2065.947, 'score': 0.864, 'speaker': 'SPEAKER_05'}, {'word': 'park.', 'start': 2066.087, 'end': 2066.327, 'score': 0.899, 'speaker': 'SPEAKER_05'}]",Clarkson,i was doing that in park,['park'],['park']
589,2072.634,2074.995, These thorns are incredible.,"[{'word': 'These', 'start': 2072.634, 'end': 2072.954, 'score': 0.758, 'speaker': 'SPEAKER_05'}, {'word': 'thorns', 'start': 2072.974, 'end': 2073.594, 'score': 0.568, 'speaker': 'SPEAKER_05'}, {'word': 'are', 'start': 2073.614, 'end': 2073.834, 'score': 0.525, 'speaker': 'SPEAKER_05'}, {'word': 'incredible.', 'start': 2073.875, 'end': 2074.995, 'score': 0.713, 'speaker': 'SPEAKER_05'}]",Clarkson, these thorns are incredible,"['thorns', 'incredible']","['thorn', 'incredible']"
590,2075.155,2075.955,"Oh, look at that.","[{'word': 'Oh,', 'start': 2075.155, 'end': 2075.315, 'score': 0.655, 'speaker': 'SPEAKER_05'}, {'word': 'look', 'start': 2075.335, 'end': 2075.475, 'score': 0.853, 'speaker': 'SPEAKER_05'}, {'word': 'at', 'start': 2075.535, 'end': 2075.615, 'score': 0.484, 'speaker': 'SPEAKER_05'}, {'word': 'that.', 'start': 2075.735, 'end': 2075.955, 'score': 0.63, 'speaker': 'SPEAKER_05'}]",Clarkson,oh look at that,"['oh', 'look']",['look']
591,2075.975,2078.076,They've got like cocktail sticks growing out of them.,"[{'word': ""They've"", 'start': 2075.975, 'end': 2076.135, 'score': 0.296, 'speaker': 'SPEAKER_05'}, {'word': 'got', 'start': 2076.155, 'end': 2076.215, 'score': 0.007, 'speaker': 'SPEAKER_05'}, {'word': 'like', 'start': 2076.235, 'end': 2076.395, 'score': 0.802, 'speaker': 'SPEAKER_05'}, {'word': 'cocktail', 'start': 2076.475, 'end': 2076.976, 'score': 0.81, 'speaker': 'SPEAKER_05'}, {'word': 'sticks', 'start': 2076.996, 'end': 2077.296, 'score': 0.502, 'speaker': 'SPEAKER_05'}, {'word': 'growing', 'start': 2077.356, 'end': 2077.596, 'score': 0.861, 'speaker': 'SPEAKER_05'}, {'word': 'out', 'start': 2077.676, 'end': 2077.756, 'score': 0.522, 'speaker': 'SPEAKER_05'}, {'word': 'of', 'start': 2077.836, 'end': 2077.916, 'score': 0.424, 'speaker': 'SPEAKER_05'}, {'word': 'them.', 'start': 2077.936, 'end': 2078.076, 'score': 0.441, 'speaker': 'SPEAKER_05'}]",Clarkson,theyve got like cocktail sticks growing out of them,"['theyve', 'got', 'like', 'cocktail', 'sticks', 'growing']","['ve', 'get', 'cocktail', 'stick', 'grow']"
592,2078.496,2080.017,Take cover.,"[{'word': 'Take', 'start': 2078.496, 'end': 2078.716, 'score': 0.687, 'speaker': 'SPEAKER_05'}, {'word': 'cover.', 'start': 2078.776, 'end': 2080.017, 'score': 0.879, 'speaker': 'SPEAKER_05'}]",Clarkson,take cover,"['take', 'cover']","['take', 'cover']"
593,2084.358,2088.0,"Once again, the 44-year-old Opel absolutely shone.","[{'word': 'Once', 'start': 2084.358, 'end': 2084.518, 'score': 0.705, 'speaker': 'SPEAKER_06'}, {'word': 'again,', 'start': 2084.599, 'end': 2084.839, 'score': 0.891, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2084.859, 'end': 2084.919, 'score': 0.0, 'speaker': 'SPEAKER_06'}, {'word': '44-year-old', 'start': 2084.939, 'end': 2086.099, 'score': 0.681, 'speaker': 'SPEAKER_06'}, {'word': 'Opel', 'start': 2086.219, 'end': 2086.499, 'score': 0.635, 'speaker': 'SPEAKER_06'}, {'word': 'absolutely', 'start': 2086.639, 'end': 2087.5, 'score': 0.841, 'speaker': 'SPEAKER_06'}, {'word': 'shone.', 'start': 2087.74, 'end': 2088.0, 'score': 0.784, 'speaker': 'SPEAKER_06'}]",Hammond,once again the yearold opel absolutely shone,"['yearold', 'opel', 'absolutely', 'shone']","['opel', 'absolutely', 'shone']"
594,2088.62,2091.421,"Come on, little fella.","[{'word': 'Come', 'start': 2088.62, 'end': 2089.0, 'score': 0.65}, {'word': 'on,', 'start': 2090.621, 'end': 2090.741, 'score': 0.576, 'speaker': 'SPEAKER_04'}, {'word': 'little', 'start': 2090.781, 'end': 2090.941, 'score': 0.173, 'speaker': 'SPEAKER_04'}, {'word': 'fella.', 'start': 2091.021, 'end': 2091.421, 'score': 0.618, 'speaker': 'SPEAKER_04'}]",Clarkson,come on little fella,"['come', 'little', 'fella']","['come', 'little', 'fella']"
595,2092.041,2092.662,Yeah!,"[{'word': 'Yeah!', 'start': 2092.041, 'end': 2092.662, 'score': 0.617, 'speaker': 'SPEAKER_04'}]",Clarkson,yeah,['yeah'],[]
596,2093.402,2098.004,"With our precious fuel burning away, we carved out the straightest path possible.","[{'word': 'With', 'start': 2093.402, 'end': 2093.542, 'score': 0.861, 'speaker': 'SPEAKER_06'}, {'word': 'our', 'start': 2093.602, 'end': 2093.702, 'score': 0.876, 'speaker': 'SPEAKER_06'}, {'word': 'precious', 'start': 2093.762, 'end': 2094.122, 'score': 0.882, 'speaker': 'SPEAKER_06'}, {'word': 'fuel', 'start': 2094.182, 'end': 2094.482, 'score': 0.788, 'speaker': 'SPEAKER_06'}, {'word': 'burning', 'start': 2094.562, 'end': 2094.962, 'score': 0.869, 'speaker': 'SPEAKER_06'}, {'word': 'away,', 'start': 2095.042, 'end': 2095.363, 'score': 0.784, 'speaker': 'SPEAKER_06'}, {'word': 'we', 'start': 2095.483, 'end': 2095.623, 'score': 0.919, 'speaker': 'SPEAKER_06'}, {'word': 'carved', 'start': 2095.683, 'end': 2095.983, 'score': 0.597, 'speaker': 'SPEAKER_06'}, {'word': 'out', 'start': 2096.063, 'end': 2096.163, 'score': 0.83, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2096.223, 'end': 2096.323, 'score': 0.887, 'speaker': 'SPEAKER_06'}, {'word': 'straightest', 'start': 2096.403, 'end': 2096.883, 'score': 0.788, 'speaker': 'SPEAKER_06'}, {'word': 'path', 'start': 2096.943, 'end': 2097.283, 'score': 0.934, 'speaker': 'SPEAKER_06'}, {'word': 'possible.', 'start': 2097.343, 'end': 2098.004, 'score': 0.76, 'speaker': 'SPEAKER_06'}]",Hammond,with our precious fuel burning away we carved out the straightest path possible,"['precious', 'fuel', 'burning', 'away', 'carved', 'straightest', 'path', 'possible']","['precious', 'fuel', 'burn', 'away', 'carve', 'straight', 'path', 'possible']"
597,2100.184,2101.745,"Guys, you know what we're driving through?","[{'word': 'Guys,', 'start': 2100.184, 'end': 2100.484, 'score': 0.661, 'speaker': 'SPEAKER_06'}, {'word': 'you', 'start': 2100.504, 'end': 2100.564, 'score': 0.802, 'speaker': 'SPEAKER_06'}, {'word': 'know', 'start': 2100.584, 'end': 2100.685, 'score': 0.186, 'speaker': 'SPEAKER_06'}, {'word': 'what', 'start': 2100.705, 'end': 2100.825, 'score': 0.113, 'speaker': 'SPEAKER_06'}, {'word': ""we're"", 'start': 2100.865, 'end': 2101.025, 'score': 0.271, 'speaker': 'SPEAKER_06'}, {'word': 'driving', 'start': 2101.065, 'end': 2101.465, 'score': 0.907, 'speaker': 'SPEAKER_06'}, {'word': 'through?', 'start': 2101.525, 'end': 2101.745, 'score': 0.85, 'speaker': 'SPEAKER_06'}]",Hammond,guys you know what were driving through,"['guys', 'know', 'driving']","['guy', 'know', 'drive']"
598,2102.742,2103.282, Plants.,"[{'word': 'Plants.', 'start': 2102.742, 'end': 2103.282, 'score': 0.672, 'speaker': 'SPEAKER_06'}]",Hammond, plants,['plants'],['plant']
599,2104.083,2105.204,"No, this is a weed.","[{'word': 'No,', 'start': 2104.083, 'end': 2104.343, 'score': 0.838, 'speaker': 'SPEAKER_06'}, {'word': 'this', 'start': 2104.463, 'end': 2104.603, 'score': 0.968, 'speaker': 'SPEAKER_06'}, {'word': 'is', 'start': 2104.663, 'end': 2104.744, 'score': 0.94, 'speaker': 'SPEAKER_06'}, {'word': 'a', 'start': 2104.804, 'end': 2104.864, 'score': 0.809, 'speaker': 'SPEAKER_06'}, {'word': 'weed.', 'start': 2104.904, 'end': 2105.204, 'score': 0.701, 'speaker': 'SPEAKER_06'}]",Hammond,no this is a weed,['weed'],['weed']
600,2105.304,2107.926,It grows locally and it's hallucinogenic.,"[{'word': 'It', 'start': 2105.304, 'end': 2105.384, 'score': 0.696, 'speaker': 'SPEAKER_06'}, {'word': 'grows', 'start': 2105.404, 'end': 2105.684, 'score': 0.618, 'speaker': 'SPEAKER_06'}, {'word': 'locally', 'start': 2105.744, 'end': 2106.205, 'score': 0.669, 'speaker': 'SPEAKER_06'}, {'word': 'and', 'start': 2106.325, 'end': 2106.405, 'score': 0.802, 'speaker': 'SPEAKER_06'}, {'word': ""it's"", 'start': 2106.465, 'end': 2106.925, 'score': 0.682, 'speaker': 'SPEAKER_06'}, {'word': 'hallucinogenic.', 'start': 2106.965, 'end': 2107.926, 'score': 0.58, 'speaker': 'SPEAKER_06'}]",Hammond,it grows locally and its hallucinogenic,"['grows', 'locally', 'hallucinogenic']","['grow', 'locally', 'hallucinogenic']"
601,2108.446,2110.127,What did you say?,"[{'word': 'What', 'start': 2108.446, 'end': 2108.586, 'score': 0.288, 'speaker': 'SPEAKER_06'}, {'word': 'did', 'start': 2108.666, 'end': 2108.947, 'score': 0.434, 'speaker': 'SPEAKER_06'}, {'word': 'you', 'start': 2109.167, 'end': 2109.447, 'score': 0.418, 'speaker': 'SPEAKER_06'}, {'word': 'say?', 'start': 2109.727, 'end': 2110.127, 'score': 0.733, 'speaker': 'SPEAKER_06'}]",Hammond,what did you say,['say'],['say']
602,2113.53,2118.153,"If any car was going to get stuck, we would have put money on the Lance here, but no.","[{'word': 'If', 'start': 2113.53, 'end': 2113.61, 'score': 0.865, 'speaker': 'SPEAKER_06'}, {'word': 'any', 'start': 2113.69, 'end': 2113.89, 'score': 0.858, 'speaker': 'SPEAKER_06'}, {'word': 'car', 'start': 2113.93, 'end': 2114.21, 'score': 0.805, 'speaker': 'SPEAKER_06'}, {'word': 'was', 'start': 2114.25, 'end': 2114.35, 'score': 0.83, 'speaker': 'SPEAKER_06'}, {'word': 'going', 'start': 2114.39, 'end': 2114.571, 'score': 0.846, 'speaker': 'SPEAKER_06'}, {'word': 'to', 'start': 2114.611, 'end': 2114.651, 'score': 0.996, 'speaker': 'SPEAKER_06'}, {'word': 'get', 'start': 2114.691, 'end': 2114.831, 'score': 0.583, 'speaker': 'SPEAKER_06'}, {'word': 'stuck,', 'start': 2114.931, 'end': 2115.271, 'score': 0.926, 'speaker': 'SPEAKER_06'}, {'word': 'we', 'start': 2115.391, 'end': 2115.491, 'score': 0.668, 'speaker': 'SPEAKER_06'}, {'word': 'would', 'start': 2115.511, 'end': 2115.651, 'score': 0.909, 'speaker': 'SPEAKER_06'}, {'word': 'have', 'start': 2115.691, 'end': 2115.791, 'score': 0.871, 'speaker': 'SPEAKER_06'}, {'word': 'put', 'start': 2115.832, 'end': 2115.972, 'score': 0.786, 'speaker': 'SPEAKER_06'}, {'word': 'money', 'start': 2116.072, 'end': 2116.312, 'score': 0.764, 'speaker': 'SPEAKER_06'}, {'word': 'on', 'start': 2116.392, 'end': 2116.472, 'score': 0.904, 'speaker': 'SPEAKER_06'}, {'word': 'the', 'start': 2116.512, 'end': 2116.592, 'score': 0.82, 'speaker': 'SPEAKER_06'}, {'word': 'Lance', 'start': 2116.652, 'end': 2116.932, 'score': 0.626, 'speaker': 'SPEAKER_06'}, {'word': 'here,', 'start': 2116.952, 'end': 2117.213, 'score': 0.48, 'speaker': 'SPEAKER_06'}, {'word': 'but', 'start': 2117.613, 'end': 2117.773, 'score': 0.89, 'speaker': 'SPEAKER_06'}, {'word': 'no.', 'start': 2117.913, 'end': 2118.153, 'score': 0.918, 'speaker': 'SPEAKER_06'}]",Hammond,if any car was going to get stuck we would have put money on the lance here but no,"['car', 'going', 'get', 'stuck', 'would', 'put', 'money', 'lance']","['car', 'go', 'get', 'stick', 'put', 'money', 'lance']"
603,2118.173,2119.934,"All right, mate?","[{'word': 'All', 'start': 2118.173, 'end': 2119.534, 'score': 0.644, 'speaker': 'SPEAKER_08'}, {'word': 'right,', 'start': 2119.554, 'end': 2119.694, 'score': 0.215, 'speaker': 'SPEAKER_08'}, {'word': 'mate?', 'start': 2119.734, 'end': 2119.934, 'score': 0.386, 'speaker': 'SPEAKER_08'}]",Hammond,all right mate,"['right', 'mate']",['mate']
604,2120.275,2120.655,Sorry.,"[{'word': 'Sorry.', 'start': 2120.275, 'end': 2120.655, 'score': 0.881, 'speaker': 'SPEAKER_08'}]",Hammond,sorry,['sorry'],['sorry']
605,2121.976,2122.696,All doesn't work.,"[{'word': 'All', 'start': 2121.976, 'end': 2122.096, 'score': 0.772, 'speaker': 'SPEAKER_03'}, {'word': ""doesn't"", 'start': 2122.116, 'end': 2122.356, 'score': 0.435, 'speaker': 'SPEAKER_03'}, {'word': 'work.', 'start': 2122.396, 'end': 2122.696, 'score': 0.928, 'speaker': 'SPEAKER_03'}]",May,all doesnt work,"['doesnt', 'work']",['work']
606,2124.278,2126.319,"Clearly, I'd have to get myself out.","[{'word': 'Clearly,', 'start': 2124.278, 'end': 2124.658, 'score': 0.816, 'speaker': 'SPEAKER_03'}, {'word': ""I'd"", 'start': 2124.918, 'end': 2125.058, 'score': 0.594, 'speaker': 'SPEAKER_03'}, {'word': 'have', 'start': 2125.078, 'end': 2125.218, 'score': 0.74, 'speaker': 'SPEAKER_03'}, {'word': 'to', 'start': 2125.238, 'end': 2125.298, 'score': 0.748, 'speaker': 'SPEAKER_03'}, {'word': 'get', 'start': 2125.338, 'end': 2125.458, 'score': 0.497, 'speaker': 'SPEAKER_03'}, {'word': 'myself', 'start': 2125.518, 'end': 2125.999, 'score': 0.947, 'speaker': 'SPEAKER_03'}, {'word': 'out.', 'start': 2126.159, 'end': 2126.319, 'score': 0.759, 'speaker': 'SPEAKER_03'}]",May,clearly id have to get myself out,"['clearly', 'id', 'get']","['clearly', 'get']"
607,2126.799,2131.543,I'm going to make a rudimentary temporary road for my back wheel.,"[{'word': ""I'm"", 'start': 2126.799, 'end': 2126.96, 'score': 0.84, 'speaker': 'SPEAKER_03'}, {'word': 'going', 'start': 2126.98, 'end': 2127.16, 'score': 0.858, 'speaker': 'SPEAKER_03'}, {'word': 'to', 'start': 2127.18, 'end': 2127.26, 'score': 0.703, 'speaker': 'SPEAKER_03'}, {'word': 'make', 'start': 2127.32, 'end': 2127.62, 'score': 0.881, 'speaker': 'SPEAKER_03'}, {'word': 'a', 'start': 2127.94, 'end': 2127.98, 'score': 0.893, 'speaker': 'SPEAKER_03'}, {'word': 'rudimentary', 'start': 2128.04, 'end': 2128.761, 'score': 0.93, 'speaker': 'SPEAKER_03'}, {'word': 'temporary', 'start': 2128.881, 'end': 2129.421, 'score': 0.797, 'speaker': 'SPEAKER_03'}, {'word': 'road', 'start': 2129.541, 'end': 2129.882, 'score': 0.932, 'speaker': 'SPEAKER_03'}, {'word': 'for', 'start': 2130.722, 'end': 2130.842, 'score': 0.939, 'speaker': 'SPEAKER_03'}, {'word': 'my', 'start': 2130.862, 'end': 2131.002, 'score': 0.905, 'speaker': 'SPEAKER_03'}, {'word': 'back', 'start': 2131.062, 'end': 2131.283, 'score': 0.874, 'speaker': 'SPEAKER_03'}, {'word': 'wheel.', 'start': 2131.323, 'end': 2131.543, 'score': 0.922, 'speaker': 'SPEAKER_03'}]",May,im going to make a rudimentary temporary road for my back wheel,"['im', 'going', 'make', 'rudimentary', 'temporary', 'road', 'back', 'wheel']","['m', 'go', 'make', 'rudimentary', 'temporary', 'road', 'back', 'wheel']"
