start	end	text
4641528	4648870	So much, in fact, that I invited Buttons and Greta Thunberg over... to share the workload.
4650610	4652351	I like the look of that.
4652751	4657632	I have a wide range of drinks from the 1970s, including the much-missed Galliano.
4658112	4659193	Nice.
4659453	4660333	Step back in time.
4661013	4661613	Gin and tonic, sir.
4661633	4662974	I would love a gin and tonic, thank you.
4663014	4663614	Coming right up.
4663794	4665194	And you, sir, a Chablis, I'm guessing.
4667655	4667975	Thank you.
4669179	4670621	Ice and a slice of gold, perhaps?
4670981	4672182	Ice and a slice of gold would be wonderful.
4675105	4679230	So if you go in that water, basically you are going to be eaten by a crocodile.
4679590	4682533	And I can't think of a death I would enjoy less.
4683334	4685877	Yeah, it's not the agony, actually.
4686590	4686790	No.
4687291	4687852	It is the agony.
4687952	4688633	It is the agony.
4688693	4690075	But it's the indignity.
4690275	4691457	It's ignominium.
4692037	4701250	Groddard comes along, you're there dangling your feet in the water, thinking about life, filled with hopes, expectations, loves, dreams, thoughts of the universe.
4701510	4703411	A crocodile says, I love that.
4703711	4704091	Bang!
4704411	4704691	Gone.
4704931	4706352	You know peanuts on a bar?
4706892	4711494	You're having a drink with some friends, you see some peanuts, you take a couple of peanuts... Bit more salt.
4711514	4712995	That is what you are.
4713015	4714435	Do you know what makes it worse?
4714796	4716356	A crocodile is prehistoric.
4716856	4718557	So it was mates with T. rex.
4719077	4721078	It's 250 million years old.
4721158	4722039	And humanity is what?
4722059	4722039	250, 200,000?
4722159	4723279	And civilization is only about 6,000 years old.
4728081	4745974	So everything from the first cave paintings all the way up to the present day, in the time span of evolution, that has all happened while the crocodile has been scratching his... After an hour or so of drinking and chatting and sailing, but mostly drinking, the conversation started to take a bit of a dip.
4746894	4747495	I've got...
4748759	4751261	Three quarters of a bottle of vodka, half a bottle of gin.
4751321	4752781	No, that's not gin.
4752821	4753222	What is that?
4753242	4754002	I don't know.
4754482	4756543	This is a blended brandy.
4756984	4758665	And I also have here a blended whiskey.
4758765	4759865	Hammond, your boat's buggered off.
4762147	4763507	That's got my passport on it.
4764748	4765268	Shall I go?
4765608	4767369	You're going to have to leave my bar.
4767409	4769431	Do you want to come with me, Hammond, or stay here?
4770211	4773733	This is more manoeuvrable, so we'll manoeuvre this up to mine and I'll get off this onto mine.
4776167	4777127	Right, now, here we go.
4777227	4778488	International rescue.
4779188	4780789	Please, catch my Capri.
4780809	4782409	I'll give it my best work.
4786711	4787651	Don't fall in the water.
4788011	4789492	Crocodiles, definite death.
4789512	4791693	Oh, I left the gin.
4791893	4793253	Would you like another one before you go?
4793273	4794014	I do love one, yes.
4798555	4805518	We continued with our long journey and as darkness fell, we realised we were a bit peckish.
4809309	4813473	So, to catch some supper, James lowered his sardine nets.
4816315	4819898	And... there we are at depth.
4820679	4825123	I don't mind if it isn't sardines, if it's just like general fish, but I'd really like sardines.
4825683	4826764	It should be sardines.
4826784	4828125	This is a sardine boat.
4835171	4835792	Here we go.
4841018	4841538	Bollocks!
4844501	4845641	I'm starving!
4845681	4847042	I know, I'm starving as well.
4847123	4848464	No, I'm beyond hungry!
4851786	4852607	It's crisps, isn't it?
4852987	4853567	It's crisps.
4853807	4854308	It's crisps.
4855889	4862394	And as if things couldn't get any worse... I've now run out of ice.
4868968	4880691	So we recharged our glasses with warm drink and fuelled by that, crisps and some wistful memories, we sailed on.
4884612	4885673	It's going to be a long night.
4888413	4889133	Not our first.
4890114	4891794	Ordinarily, I'd say not our last.
4894115	4894555	Maybe it is.
4896414	4899137	Now stop saying those things, Richard.
4899257	4916296	What a job this has been.
4917137	4917838	What a career.
4954639	4964929	That was a long night.
4965970	4966791	Very long night.
4981377	4984300	There was, however, some good news.
4986202	4987683	Little blue dot, that's us.
4989125	4990846	We are nearing the end of the lake.
4993049	5005101	And because we were nearing shore, we were surrounded by our tompy friends, which made the sudden message from our director on a camera tracking boat all the more alarming.
5006275	5006475	What?
5006515	5008937	Give it some power, full power.
5058353	5059674	It's like you've saved the Capri.
5060814	5064236	Sorry, I've only just heard, because of the noise of the engine, what's happened?
5064636	5068037	His boat, if you look, it was definitely sinking from the rear.
5068057	5071419	The whole of the back of his pontoons were underwater.
5071839	5076481	Do not try and come in here, because I came over sandbags.
5076601	5079522	I literally just hammered straight over low ground to get here.
5081443	5084964	James and I arrived at another spot along the shore.
5085385	5086045	There's a ramp.
5087771	5092472	And once we'd all disembarked... Oh, I've definitely arrived.
5093372	5098714	I called another map meeting, because during the night I'd had a brainwave.
5100474	5101894	So, we've just come across Kariba.
5103815	5112037	When we reach the border here and cross it, we have gone all the way across Zimbabwe, which is what we set out to do, and we've finished the programme.
5112737	5115838	Well done, us and our three improbable cars.
5116098	5116478	However...
5118022	5119737	On the other side of the border is Botswana.
5121016	5124339	So, if you just turn the map over, which I've learned to do.
5124459	5125160	Well done.
5125200	5125960	It's a technique.
5126441	5128162	If you look, this is the Macadacaddy, yeah?
5128703	5129263	Salt pans.
5129823	5133547	And there is Coober Wilderland, and that is where we began.
5133907	5138030	That's where we did our very first special 17 years ago.
5138050	5138110	Wow.
5140172	5144135	We've always said this is one of our favourite places anywhere we've ever encountered.
5144156	5145657	And it's where the Beoban trees are.
5145757	5145957	Yeah.
5146497	5147578	I'd like to finish there.
5148759	5152303	I think that's right.
5152343	5153524	And that's only... 120 miles or so.
5153544	5154565	Yeah, I'm up for that.
5155025	5160470	So we end this programme here and we wrap the Grand Tour up there.
5160490	5161792	I think that's a tremendous idea.
5162112	5162632	It's fitting.
5166876	5172322	With our new plan agreed on, we set a course for the border, feeling pretty good.
5175134	5176514	Well, this is wonderful, viewers.
5176554	5177915	We're back on proper tarmac.
5177935	5180895	The sun isn't above my head yet, so my steering wheel hasn't heated up.
5181795	5182876	I love this moment.
5188797	5189077	Boom!
5194178	5199099	But a couple of miles later, the jolliness came to an abrupt end.
5199799	5199939	Jeez!
5207222	5208123	Pothole hell.
5212508	5213009	Oh, no!
5213529	5215472	I don't believe my tyres survived that one.
5216232	5222980	The potholes, which were nearly as bad as the ones in England, were not good news for the most fragile car here.
5223581	5223741	Shit!
5237432	5237712	Ooh!
5238433	5239254	Oh, shit!
5240815	5245779	I am, for the first time, seriously starting to wonder if this car can take it.
5246961	5247961	And if it's gonna get there.
5255748	5258571	Something very much amiss on the rear axle.
5260152	5261634	Sounds like a bag of cutlery.
5262892	5267274	I hate to say it, I think I should just have a quick look just to make sure the back axle's not going to come off.
5270336	5273498	The news from underneath my car wasn't good.
5274398	5274618	Right.
5277340	5277640	There.
5278661	5280502	That's one shock absorber.
5280542	5282463	It's not connected at that end anymore.
5282563	5284044	Yes, I see the problem, sir.
5284364	5288666	Every time the axle comes up, that was going up, punching a hole in the body.
5288746	5289607	Have you actually made holes?
5289847	5290167	Yes.
5290267	5291748	So I'm going to have to run without it.
5292691	5298815	This young guy is saying that if it had been him, he would have bought the 2.8 injection, not the 3-litre GXL.
5299115	5299495	Is he?
5299736	5300016	Yeah.
5301337	5302878	He says it's got a much stronger axle.
5304759	5308481	Annoyingly, the other shock absorber had to come off as well.
5309942	5311623	So, you're just running on leaf springs, yeah?
5311823	5311983	Yeah.
5312304	5315406	Like, it is exactly the same as the medieval oxcars.
5315826	5315966	Yeah.
5320558	5325622	For Jeremy and me, though, it was much more entertaining than a medieval oxcart.
5326683	5340013	I'm going to crash!
5340173	5345297	If you wanted to know what a shock absorber does, it stops cars doing that.
5346178	5349801	Yeah, I'm still in it.
5352850	5357292	Representing Great Britain in car trampoline, it's Richard Hammond from Ross-on-Wye.
5359633	5365776	Sadly, the Ford Space Hopper Entertainment soon came to an end because Zimbabwe changed again.
5366456	5367876	And we could no longer see it.
5369797	5369937	God.
5370017	5371418	I can't breathe.
5383075	5390819	Right, so everything's now covered with a veneer of coal dust because we're in the coal mining area.
5393221	5396363	That's why all the trees and everything are black.
5397623	5398284	Oh, come on.
5398344	5398984	Come on.
5403407	5405388	If it's like this all the way to the border, well...
5409110	5415193	Then, through the choking dust, I spotted what could be our salvation.
5422176	5424577	This road is intolerable, would you not agree?
5426138	5430840	Since we got off the boats this morning, I have been shaken to pieces.
5430940	5432601	My car is falling to pieces.
5432961	5435682	That's a particularly virulent type of dust as well.
5436062	5436983	And I'm looking at this.
5439226	5440426	Well, that's not bumpy, is it?
5441807	5442947	Well, no, it's a railway line.
5442967	5446349	So why don't we convert our cars to run on the railway lines?
5447069	5447769	We've done it before.
5448630	5448890	Ah, yes.
5448910	5449590	We've done it before.
5449630	5450110	Yes, we have.
5450570	5455332	What other group of blokes can actually say with experience that it can be done?
5455392	5455952	We've done it.
5456012	5456533	We've done it.
5457833	5459634	We'd have to check the train timetables.
5460970	5462371	That sort of thing's really important.
5462811	5467355	We'd also need to find a workshop where we could make the modifications necessary to our cars.
5467375	5469256	We need a big town and a lot of machinery.
5469276	5470437	Vic Falls isn't far away.
5470517	5476401	It's not one of ours.
5481964	5482444	Carry on.
5483084	5484385	Oh, they're quite pleased anyway.
5484405	5486125	Right, so you've called some locals knobheads.
5486345	5487485	I just called him a dickhead.
5487605	5487825	Yeah.
5488105	5489486	They're coming out to beat the crap out of you.
5489506	5490006	Yeah, no, they're not.
5490246	5490506	Hello.
5490546	5491366	How are you, guys?
5491566	5492106	Hi, everybody.
5492126	5492926	He said you were knobheads.
5492946	5493826	Sorry we're in the way.
5494287	5496887	This traditional English greeting, I'm telling you we're Alice.
5496967	5497447	It's fine.
5497527	5498267	This is your home.
5498667	5499268	Mate, how are you?
5499288	5499928	Good to see you.
5500708	5501228	Good to meet you.
5502188	5510650	Once Kofi Clarkson had repaired diplomatic relations... ..we set off on our detour to Victoria Falls.
5522534	5525535	Now, everything's on fire.
5525555	5528396	Oh, my God, actually everything is on fire.
5531057	5533278	We are having some obstacles today, aren't we?
5537359	5541540	Once we reached Vic Falls, our thoughts turned to the matter of accommodation.
5542961	5546102	And since the tight-fisted Mr Wilman wasn't with us,
5555417	5555937	Afternoon.
5556097	5556497	Thank you.
5556517	5557997	Could we have three sweets, please?
5558597	5561098	And if you could have my tailor sent out, that would be tremendous.
5562438	5563639	That's what Bond always says.
5564619	5571401	Then, after we'd washed the coal dust out of our ears, we found a workshop and cued the music.
5608180	5611101	A couple of days later, the work was complete.
5611922	5616284	And we met in the local rail yard to compare our contraptions.
5618845	5620186	Surprisingly simple job.
5621506	5628450	I've put the front wheels in a sort of animal feed trough, which has little railway wheels on the bottom.
5628530	5634953	At the back, rear wheels drive that sort of belt system, which then drives the railway wheels.
5635273	5637274	It's simple and it's elegant.
5638843	5639383	Unlike that.
5640164	5641024	Yeah, let me talk you through this.
5641064	5649290	Mine's quite elaborate, and I suspect you're not interested, but I based it on the diesel hydraulic locomotives of England's western region.
5649590	5650430	It's hydraulic drive.
5650470	5658996	The engine merely drives a pump, which charges the hydraulic reservoir, which is what then drives the wheels, giving you massive torque at standstill from zero revs.
5659096	5660277	How does it work?
5660397	5661217	That's how it works.
5661297	5662238	I didn't understand.
5662498	5664600	James, what the bloody hell's that?
5664680	5665481	Yeah, well, I did warn you.
5666041	5668923	Oh, my Lord, there's a whole... What is... What's all that?
5669104	5670245	That's a hydraulic pump.
5671125	5672386	This is a hydraulic reservoir.
5672406	5673687	These are pipes.
5674728	5676570	Those are gauges to warn you of the pressures.
5676810	5677531	Warn you of the pressures.
5677551	5678411	How will you see them?
5678491	5678872	I won't.
5679893	5683656	As long as they're right... Unless you've got a co-pilot who is a giraffe.
5684176	5686737	The point about the hydraulic system is it's the transmission.
5687317	5690558	This is how they built real locomotives, so this is proven technology.
5690578	5692139	It doesn't look like a real locomotive.
5692159	5692999	Well, it does, actually.
5693039	5696520	If you took the... No, it does look... It looks like a Triumph Stag on top of a Scratch.
5696540	5698721	I'm visualizing the Flying Scotsman, the Mallard.
5698781	5699221	Got it.
5699241	5699921	Fixed.
5700001	5700761	Open your eyes.
5700821	5701522	Is it made real?
5701742	5701882	No.
5702122	5702202	No.
5703174	5704695	Yours looks even easier than mine.
5704715	5705876	You don't even need to go over there.
5706156	5710039	Sits on rollers, back wheels turn rollers, rollers turn wheel, it goes along.
5710279	5710519	End of.
5710760	5712081	So it's just like a rolling road?
5712441	5713502	Yeah, it's like a running machine.
5714122	5718465	James, Hammond and I have proved there's a very easy way of doing this.
5718846	5723529	But you've got to manipulate your clutch, your throttle, your brake pedal.
5723649	5724230	All I have to do...
5725030	5726191	Driving a car?
5726211	5727492	But it's not a car, you see.
5727552	5728033	It's a locomotive.
5728073	5732697	All I have to do is set the engine revs and then I simply move a lever backwards and forwards.
5732737	5736800	The very thing that made those early locomotives so appealing to people who'd grown up on steam.
5740043	5740763	Shall we do this?
5740844	5743486	They'll miss me when I'm gone, which is in a few days' time.
5745387	5749111	We boarded our trains, ready for the off.
5750372	5751713	Hydraulic pressure is building.
5754588	5758931	The train now departing platform one is the Monte Carlo Express.
5759591	5761513	Direct service to Botswana.
5763734	5764575	Here we go.
5764595	5770899	I'm coming along.
5785367	5786228	Right, we're away.
5788651	5788911	What?
5790133	5791915	No, I'm not... I mean... Ow!
5796380	5798743	It makes very authentic train noises if you hear the little...
5811710	5815471	Uh, I've derailed.
5816292	5816712	Oh, dear.
5816732	5822534	I'm going to have to reverse to see what his problem is.
5824835	5825416	Yes!
5825436	5829397	The Monte Carlo Express goes forwards and backwards.
5829778	5830458	There you go, there.
5832159	5834040	What a machine I have built here.
5840109	5843172	This meant that James and I had both derailed.
5844793	5845774	But it could be worse.
5848376	5849717	Oh, bugger.
5851238	5862827	So that wheel turns that way, which turns these wheels the other way, which means it goes the other way to the way these wheels are turning.
5864589	5864669	Um...
5866588	5866908	Right.
5868989	5876573	Luckily, as we hadn't actually left the station, there was a telehandler on hand to help sort out our problems.
5877994	5883417	I'm going to pick it up and turn it around so that when it's going backwards, it's going forwards.
5885038	5891141	So what this means is I've now got four reverse gears that make me go forwards.
5894163	5894383	Right.
5894623	5895704	Now, simply...
5897059	5898060	Put it back on the track.
5900262	5900762	No problem.
5901163	5902064	Everything's under control.
5904286	5908790	And when all of us were back on tracks, we set off once more.
5927261	5927721	Isn't it funny?
5927761	5933004	You make one little error, miscalculation, and then your life is this.
5936806	5944869	Even though Hammond wasn't bringing much dignity to the situation, this was still quite a moment.
5945550	5951853	Because we were now grand touring on one of the world's most iconic railway lines.
5954005	5960007	It is remarkable that today we can't build a railway line in Britain from London to Manchester.
5961247	5972830	Whereas 150 years ago, someone said, let's build a railway line from Cape Town to Cairo, 7,000 miles across the spine of Africa.
5973930	5975390	And they went, yeah, yeah, yeah, we can do that.
5976271	5978951	And then someone said, but there's a bloody great gorge in the way.
5978991	5979892	And they said, well, it doesn't matter.
5980672	5981532	Here's what we'll do.
5982389	5988353	build a bridge in Darlington, ship it out there, and we'll assemble it in situ in a good fit.
5988593	5989174	And it did.
5990335	5991215	And here it is.
5997960	5998881	Oh, my God.
6000662	6006426	Driving a Lancia Monte Carlo... on the Victoria Falls Bridge.
6013064	6017454	We are 420 feet above the gorge.
6019177	6020580	Let's just take a moment.
6048221	6050623	I shall certainly miss doing this sort of thing.
6054766	6067335	Having ticked off this unexpected bucket list moment... we trundled along with our minds firmly set on the goal.
6069096	6074400	So, if we can use the railway now to get us past that sort of coal mining area... Yeah.
6076186	6077187	It's a home run, then.
6084652	6095621	I once went on the Orange Express with my wife, Mindy.
6095661	6096942	We had a brilliant time.
6098703	6099404	Very similar.
6112611	6115552	This is more comfortable than the road, isn't it?
6115572	6120334	The other thing as well, for the first time, I've been able to look at the views rather than the road ahead.
6121174	6123835	Yeah, I'm looking at the views as they recede.
6124415	6126696	Can we call you the disorientated express?
6130337	6135358	As we chatted away, I had just one small niggle on my mind.
6136419	6139860	I've been assured that no train is coming in the other direction.
6141957	6143178	But what if one is?
6145479	6150442	It's one of those things you cannot get out of your mind when you're on a single-track railway like this.
6152584	6156006	And then that niggle was joined by another one.
6157767	6160148	Oh, I've got a high-temperature warning here.
6160168	6166112	I don't think my engine is cooling quite like it should be for some reason.
6167553	6170135	Could it be that I've converted my car into a train?
6172372	6176235	My solution was to lift the bonnet and then call on my old friends.
6177395	6178296	Speed and power.
6187302	6189043	Indicated 40 miles an hour.
6190224	6192766	It isn't 40 miles an hour, but that's what it says.
6193987	6195768	Airflow is good now at this speed.
6195848	6196749	Very good.
6201107	6202348	My right leg's going numb now.
6206513	6211698	By mid-afternoon, we were confident we'd actually achieved something.
6215642	6221028	I reckon we've passed the end of the dusty road and all that rough stuff.
6221288	6222009	Yeah, I think we have.
6222089	6223611	We've passed the coal mine for sure.
6225290	6232371	We therefore pulled over at a level crossing to do a job which we'd been avoiding thinking about.
6238172	6239272	How do we get them off?
6239913	6242653	I suppose the approaching freight train could do the job for you.
6243493	6249414	What you need to do first, using the adjustable spanner, because I cannot countenance using an adjustable spanner.
6249514	6250995	Why can't you use one of these?
6251395	6253275	Because it is the tool of a charlatan.
6254215	6255536	You don't mean charlatan, do you?
6255556	6256056	I do, yes.
6256217	6258438	You mean someone who just has one tool instead of 300?
6258858	6260099	And do the lock nuts first.
6260139	6261400	What are you talking about?
6261460	6262400	What's a lock nut?
6262861	6263861	That is a lock nut.
6264121	6265942	This spanner's too big to reach.
6266023	6269084	We don't all have to go to the same old folks' home, do we?
6269705	6269945	No.
6271286	6277129	It's not obligatory after this that we all... He said he's deleting our numbers as soon as we finish.
6277449	6278690	And we've finished delete.
6278850	6279551	There they've gone.
6281752	6282452	It's quite easy to do.
6282492	6283432	They're right next to each other.
6283492	6285313	World's smallest c***, world's biggest c***.
6285333	6286013	We're stalled.
6288074	6289394	That's actually true as well.
6289474	6290234	It's not a lie.
6290414	6290994	It is true.
6293475	6294315	I've had an idea.
6294795	6295255	Oh, Lord.
6295575	6304878	Why don't we go to a screen now that says, 15 minutes later, get the production people to get them off, and then... Looks like we've done it.
6304898	6305778	Looks like we've done it.
6306678	6308218	And then we'll have a line of voiceover.
6308678	6310699	Soon, all the cars were off the railway line.
6314938	6317561	Soon, all the cars were off the railway line.
6321365	6327793	And as the border with Botswana was just under 40 miles away, we had nearly completed our mission.
6330376	6333799	And for that, we had three little heroes to thank.
6337981	6340763	I am amazed that the Ford Capri is still running.
6340984	6341524	I really am.
6342285	6352673	But I'm more amazed by the Stag and the Monte Carlo, because almost anyone who knows anything about cars would say those two are the most unreliable cars ever made.
6353674	6355555	And here they are, soldiering along.
6359378	6362641	And we really did save the best till last.
6374901	6383229	because Zimbabwe has provided the perfect backdrop for our final motoring adventure.
6429968	6447282	Amazing cars.
6447522	6453147	Amazing, amazing cars have survived this amazing, amazing country.
6458351	6462794	Essex.
6462894	6466357	Triumph Stag.
6467078	6476725	Overheating my arse.
6481808	6482829	Well done, Lawrence, here.
6483650	6485951	I can actually see the customs post.
6487068	6488590	You fantastic little car.
6488750	6489531	You've done it.
6490152	6490913	You've done it.
6493075	6497861	Before going up to the checkpoint, we pulled over to reflect on the moment.
6499983	6501124	We have crossed Zimbabwe.
6503171	6503792	And you'd never know.
6503812	6507315	No, barely tell from the... Did you use these cars to do it?
6507335	6507915	Well, quite.
6507935	6510277	I would love to keep this.
6510577	6510778	Yeah.
6511378	6513320	I would probably love to keep it, actually.
6513540	6515221	All we need is three bags to take him home.
6515241	6517703	I mean, this is, I think, restorable.
6518004	6518764	I think mine is.
6518905	6520406	It'd have to completely come apart.
6521166	6526511	Anyway, listen, we must blow up, because obviously we've finished the programme, now we've got to finish the show.
6526531	6527072	The whole thing.
6527732	6528753	So, oh... What?
6534346	6536868	Well, we've got a small problem, haven't we?
6537089	6538069	Well, that's silver.
6539851	6540231	Oh, yeah.
6540471	6541572	We've got to get across the border.
6542753	6543193	The silver?
6543493	6544394	We've got a lot of silver.
6545815	6549198	I mean, if we go through with that smuggling... It is, yes.
6549518	6550119	Shall we remove it?
6550759	6550959	No.
6551239	6554622	No, that would be... Well... Well, you really can't.
6554682	6555963	You'd have no more downforce.
6555983	6556203	Yes.
6557144	6557744	So what do we do?
6558705	6559346	Style it out.
6559546	6560026	Style it out.
6560687	6561107	Relax.
6561187	6562448	Relax is the way.
6562768	6563269	Jobs are good.
6573297	6573618	Hello.
6574758	6575159	Very well.
6575219	6575599	How are you?
6576600	6577881	Do you have anything to declare?
6579682	6579942	No.
6584725	6585806	Can you step outside, please?
6585866	6586286	Yes.
6588748	6589749	He's trying to look normal.
6599349	6600610	dung around the back of his car.
6605493	6606274	Thank you very much.
6606374	6606714	Thank you.
6606734	6607295	Thank you.
6607575	6607835	Thank you.
6607855	6607955	Yes!
6607975	6608035	Yes!
6625509	6633911	I'm just going to play it as, I'm just like a quiet, softly spoken, just a fairly miserable guy.
6633931	6636791	I'm just not, I'm not going to be my bouncy self, because I'll overdo it.
6640892	6641412	Good day, sir.
6641572	6641932	Good day.
6642392	6642712	How are you?
6642953	6643713	Very well, thank you.
6643733	6646113	You have reached the Pandamatinga border post in Tubutwana?
6648174	6652354	You have reached the Pandamatinga border post in Tubutwana?
6652554	6652734	Yes.
6652754	6654735	Do you have anything to declare?
6655115	6655215	No.
6656308	6657788	Can you come and open the boot for us?
6657808	6664050	Please, can you move with us?
6664471	6664731	Yep.
6665191	6666711	Oh, that's not very promising, is it?
6676694	6677515	Thank you very much.
6677535	6678055	You're welcome.
6678095	6678435	Thank you.
6680751	6682953	Enjoy it, Woodsona, and have fun.
6683413	6683714	I will.
6683954	6687117	Thank you.
6688278	6688878	Yeah, OK, I'll go.
6696125	6701149	You'll notice when I open this bonnet, this is the original Stag engine and not the transplanted Rover one.
6712173	6713894	So there are quite a lot of empty drinks tins.
6723941	6724481	All right, sir.
6725021	6726742	You can close the door.
6728223	6728524	Thank you.
6732586	6733887	Oh, shit, the steering wheel's hot.
6734567	6735408	The steering wheel's hot.
6735808	6736789	Don't draw attention to it.
6738970	6739250	Thank you.
6741474	6742195	Knee steer.
6743435	6744176	Knee steer.
6748338	6755363	Ow!
6756704	6760546	Us three smugglers were now on our final drive together.
6760566	6770573	Heading to our favourite place in the world.
6776382	6787368	We've travelled thousands and thousands and thousands of miles and had thousands and thousands and thousands of adventures.
6789930	6792431	We're going to end up right where we started.
6795713	6805178	I never thought that what we do together would go on as it has.
6808700	6810080	I was excited when I got the job.
6810660	6811221	Way back.
6812441	6813281	Very excited.
6814461	6819642	But I never dreamed it would grow into a... a career-and-life-defining adventure.
6819923	6823823	And occasionally, nearly career-and-life-ending adventure.
6828244	6832085	I can't pretend it isn't going to be a wrench, ending this.
6832105	6834526	It exceeds.
6842170	6842710	22 years.
6843770	6845330	More than a third of my life.
6850732	6852932	This is going to hit me in quite small ways.
6853593	6854673	There's a green bag.
6854693	6859254	I have a green hole-all that I've used since the very first special in Botswana.
6859274	6861975	I've always used it for specials, but I've never taken it anywhere else.
6863601	6865482	So what will I do with that green bag?
6865602	6869723	One day I'll come across it in that cupboard where we keep the bags.
6870763	6872104	And I'll think, oh yeah.
6874324	6875425	And it'll come back.
6882487	6888349	Anyway, I hope we've brought you a little bit of happiness.
6895794	6899415	Several miles further on, Hammond broke down again.
6899435	6903716	My car isn't starting.
6905656	6912298	And even though this was our last-ever drive, we felt duty-bound to react in the usual manner.
6912758	6914438	We shall leave you to the walls.
6919439	6923380	And as the tarmac surface was about to stop... Manicalo!
6924500	6929284	I decided to give my feisty little twin cam one last blast.
6929825	6933288	Right, now, finally heading through the bush to the Makati Caddy.
6954523	6955323	Sand roads.
6955423	6956204	I remember those.
6956364	6957924	God, they were so good.
6958945	6959865	So comfortable.
6964807	6965368	The hell?
6975031	6975572	No way.
6982034	6983375	Holy shit!
6991075	6991815	It's my car.
6992736	6994637	It's my car from the very first special.
7001661	7003082	It can't be James's Merc.
7007105	7008265	I don't believe it.
7011227	7012428	The Light Bike Cafe.
7015250	7016610	That is astonishing.
7017151	7020693	I'm slightly choked up.
7025239	7025979	Hang on a minute.
7026859	7027839	The doors were off.
7028000	7028440	No, were they?
7028480	7028820	Yes.
7030020	7034581	Someone's found the doors that we took off to cross the Macaddy Caddy.
7036481	7036901	What's that?
7037441	7039082	You're not going to believe this.
7039382	7041142	You are not going to believe this.
7044623	7045443	Jeez, is it?
7045463	7046543	It's my car.
7048183	7049103	It's my old Lancia.
7050063	7051084	Is that my Mercedes?
7051164	7052564	I think that's your Mercedes.
7053942	7060590	I'll know if this is mine because it'll have the five-speed gear knob on the four-speed box.
7063073	7064174	Christ, it is!
7067198	7070582	I'm absolutely... My heart's just gone kind of nuts.
7071448	7073991	Hey, look, you had the badges gone, which I took as a souvenir.
7074712	7075232	Souvenir?
7075633	7075893	Yes.
7076714	7079517	You know what I've kept as a souvenir on every single special?
7080038	7082060	I've brought... Every single special, I've had it with me.
7082480	7082881	Yes!
7082901	7082961	Yes!
7083441	7084142	Well, give it to me now.
7084463	7084823	Hang on.
7085324	7085864	Where is it?
7086525	7087366	It's in my suitcase.
7087386	7088507	It's always in my suitcase.
7091330	7091851	Sorry, everyone.
7101420	7102361	That was my souvenir.
7103101	7103801	Let's stick it in.
7106603	7107884	I'm sure I took it from here.
7109084	7109504	There you go.
7110105	7111025	It's got its eye back.
7112706	7115128	Somebody found... It must be the same doors.
7115168	7117109	Somebody found those and stuck them back on.
7117149	7117829	We left them.
7117909	7119150	I remember we had to light them.
7119170	7121431	I think we left the doors with that bloke.
7121771	7122532	Noah.
7122572	7123832	Noah the bush mechanic.
7124253	7127334	I wonder if Noah went and recovered the cars and put the doors back on.
7127534	7128255	He probably did.
7147617	7147997	Okay.
7150499	7151100	Incredible.
7166992	7175039	Having spent the night in a luxury camp, we met for breakfast with our minds all focused on the same thing.
7183814	7185115	Have you heard anything from Amazon?
7185535	7186576	Yeah, I've got an email here.
7186796	7187056	Have you?
7189978	7191139	They want their laptops back.
7193801	7199125	So no big fat check, no contract, no letter pleading with us to keep going?
7200046	7200786	No, I've got nothing.
7201787	7203989	Right, well, this really is our last breakfast, then, isn't it?
7204029	7204189	Yeah.
7206030	7206610	This is it.
7208132	7210173	Oh, have you seen this, Hammond?
7211194	7212275	You broke down yesterday.
7213246	7214107	We were driving along.
7218449	7221992	Wait, are those... They're your cars from when we were last here?
7222252	7222772	Seriously?
7222792	7223873	Yeah, just at the side of the road.
7224353	7226234	So they've been here ever since?
7226254	7226635	Yeah.
7226755	7227375	Driving back.
7227935	7229416	Still smell the same Mercedes.
7229656	7234299	And talking of which, we've got the final push today.
7235180	7237101	Short journey to Kublau Island.
7238202	7239122	Across the salt pans.
7240163	7241164	Why don't we do it
7242788	7244069	Makadi-kadi style.
7244089	7266140	This is it.
7267120	7269261	This is how we did it the last time.
7269301	7269802	No doors.
7272270	7274594	What a way to end the Grand Tour!
7275536	7276377	What a place!
7326598	7333279	These mist-covered mountains Are all now for me
7368349	7386804	Someday you'll return to Your valleys and your farms And you'll no longer burn to be brothers in arms
7402306	7404768	There it is.
7406109	7407670	Coogle Island.
7409271	7410432	Oh, God, I think that's it.
7412514	7412995	That is it.
7420741	7424284	There's our tree.
7426946	7429888	It just remains for me to say
7431501	7434628	Thank you very, very much for watching.
7436452	7436873	Thank you.
7440882	7441423	Means a lot.
7551873	7554785	And, er... That's it.
7580787	7602635	My sweet love Mmm, my lord I really wanna see you Really wanna be with you
7604710	7626384	Really want to see you, Lord, but it takes so long, my love My sweet love My love I really want to see you Really want to see you
7634820	7636532	But it takes so long
7663853	7677820	Are we ready, gentlemen?
7678580	7680101	I... Honestly, I don't know.
7683002	7684202	He's on it!
7686243	7688544	Properly three-legged old man went past.
7690885	7691966	Maybe leaking slightly.
7693530	7694491	What a moron.
7697132	7701614	There must have been 30 or 40 people in the room when the police arrived.
7702035	7702215	Oh!
7702455	7703536	Clarkson!
7707198	7708558	Sideways in, Lennon!
7708578	7712180	Hello.
7716603	7718004	Get out of the way.
7718064	7719464	Get out of the way.
7719524	7720205	I'm in a race.
7723709	7724730	Let's sing a song.
